,Address,Size,Type,Description
4471,54878,5,Jump (JML/JSL),"Modified by the Separate Jump SFX patch, by Lui.


JSL : NOP, changes the SFX of a regular jump to a custom sound that varies with current powerup if set to do so. Reverts the hijack to the original values otherwise."
4472,54878,5,Code,"Hijacked by AddmusicK.

Changes the jump SFX number, and remaps it to either $1DFC or $1DF9.

If !JumpSFXOn1DFC == !true, it writes ""LDA #$35 : STA $1DFC"", otherwise it writes ""LDA #$2B : STA $1DF9""."
4473,54883,5,Jump (JML/JSL),Modified by GreenHammerBro's 'Player X Speed Fix' patch. It hijacks the jump speed table depending on the player's X speed. [JML : NOP]
4474,54883,5,Jump (JML/JSL),Modified by Expensive Jump. Jumps to the main code.
4475,54969,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4476,55046,5,Jump (JML/JSL),Modified by Turning SFX. Plays sound effect when turning.
4477,55064,1,Code,Modified by Yoshi Player Patch: Yoshi is always running.
4478,55106,4,Jump (JML/JSL),"Hijacked by the Remove Speed Oscillation Patch, by tjb0607. 

JML, hijacks the acceleration routine to clamp speed so it doesn't oscillate."
4479,55106,4,Jump (JML/JSL),Modified by GreenHammerBro's 'Player X Speed Fix' patch. Jumps to the main acceleration fix routine. [JML]
4480,55271,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4481,55302,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables the cape's flying physics.
4482,55364,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4483,55393,3,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4484,55405,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4485,55428,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables part of the cape's gliding physics.
4486,55522,3,Hex Edit,"Modified by the Replace Cape with Double Jump patch. It allows for the ""continuous Yoshi flight"" feature, depending on a define set in the patch code."
4487,55531,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It disables cape flight.
4488,55556,4,Jump (JML/JSL),"Modified by the Limited Yoshi Flying patch, by SkywinDragoon.


JML, hijacks a portion of the player gravity routine to disable Yoshi flight after a custom counter has reached a certain limit."
4489,55560,5,Jump (JML/JSL),Hijacked by the Cape float sound routine. It jumps to the routine's main code.
4490,55693,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It prevents $1407 to be reset when Mario is in water.
4491,55789,2,Code,Modified by Yoshi Player Patch: This one disables swimming by pressing A (pressing A allows you to throw an egg).
4492,55859,4,Jump (JML/JSL),"Modified by Disable Ducking, by Iceguy/Meirdent.


JSL, modifies the underwater check for holding Down to duck to either factor in powerup status, or always disregard the ducking input."
4493,55916,4,Jump (JML/JSL),"Modified by the patch included in GreenHammerBro's SMB3 screen scrolling pipes.

It makes the pipes compatible with Layer 3 tides."
4494,55977,5,Jump (JML/JSL),"Modified by Spike Swim Fix, by yoshifanatic. Jumps to the hurt-fix routine when big Mario swims down to a muncher/spike."
4495,56229,5,Jump (JML/JSL),"Modified by the Separate Jump SFX patch, by Lui.


JSL : NOP, changes the ""jump off vine/net"" SFX from the normal jump sound to a custom sound that varies with current powerup if set to do so. Reverts the hijack to the original values otherwise."
4496,56229,5,Code,"Hijacked by AddmusicK.

Changes the jump SFX number, and remaps it to either $1DFC or $1DF9.

If !JumpSFXOn1DFC == !true, it writes ""LDA #$35 : STA $1DFC"", otherwise it writes ""LDA #$2B : STA $1DF9""."
4497,56266,6,Jump (JML/JSL),"Modified by the No 1-UPS While Climbing patch, by wiiqwertyuiop.

Resets the consecutive kill counter when climbing."
4498,56389,5,Jump (JML/JSL),Modified by Reverse Gravity. Inverts the player's Y speed.
4499,56556,554,Hex Edit,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by included file hexedits.asm.


Replaces player sprite tile positioning tables to accommodate the expanded tilemap."
4500,57111,1,Hex Edit,"Modified by the Big Mario -> Small Mario GFX patch, by K3fka.


Changes big Mario's tileset to be that of small Mario."
4501,57114,182,Table,Modified by Yoshi Player Patch: Fixes the tile expansion table (8x8 tile index) for Yoshi's graphics.
4502,57306,4,Hex Edit,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by included file hexedits.asm.


Replaces part of the player graphics tilemap table to accommodate the expanded tilemap."
4503,57356,384,Table,Modified by Yoshi Player Patch: Fixes the tilemap table for Yoshi's graphics.
4504,57742,70,Hex Edit,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by included file hexedits.asm.


Replaces tile properties index table to accommodate the expanded tilemap."
4505,58083,4,Jump (JML/JSL),"Hijacked by the Star Time Low SFX patch by StackDino.

JSL, jumps to the code that plays the ""P-Switch running out"" SFX when the star timer reaches the value $1E (30)."
4506,58094,9,Hex Edit,"Modified by AddmusicK.

BRA + : NOP #7 +, skips over code that manipulates $0DDA."
4507,58115,5,Code,"Hijacked by the Power Surge Patch, by Glyph Phoenix.


NOP #5, disables music changing with P-Switch/directional coins."
4508,58116,1,Hex Edit,"Modified by AddmusicK.

Changes the P-Switch song number."
4509,58139,4,Jump (JML/JSL),"Modified by Custom Mario Palettes, handles the patch's main functions."
4510,58182,6,Jump (JML/JSL),Modified by Reverse Gravity. Seems to fix an interaction bug.
4511,58224,2,Code,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


BEQ $19, modifies a branch to skip over code that adjusts player sprite tile size when displaying the big Mario P-balloon pose."
4512,58241,2,Code,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


BNE $08, modifies a branch to skip over code that adjusts player sprite tile size when displaying the big Mario P-balloon pose."
4513,58245,8,Code,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


NOP #6 : LDA #$F8, preps the player sprite drawing routine to always draw four 16x16 tiles."
4514,58288,16,Code,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


See details for code. Modifies the player sprite drawing routine setup to read from the expanded tilemap.Code"
4515,58317,5,Jump (JML/JSL),Modified by Invincible Mario Palette Changer. Jumps to the main code.
4516,58340,2,Code,"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


BRA $06, modifies the player sprite OAM configuration routine to bypass flipping one of the player's 16x16 tiles when displaying the big Mario P-balloon pose."
4517,58367,2,Hex Edit,"Modified by the Replace Cape with Double Jump patch. If a flag is set in the code, it prevents the cape image from being shown."
4518,58477,4,Jump (JML/JSL),Modified by Reverse Gravity. Controls how the player's graphics should flip.
4519,58522,4,Jump (JML/JSL),"Modified by the Victory Pose Fix Patch, by TheBiob.


A JSL that jumps to a code that fixes small Mario's head position in his victory pose."
4520,59788,4,Jump (JML/JSL),"Modified by the patch included in the Single Screen UberASM by TheBiob.

It makes so Mario doesn't trigger a side exit when crossing the borders of the screen."
4521,59793,4,Jump (JML/JSL),"Modified by the patch included in the Horizontal/Vertical Level Wrap UberASM by Thomas.

It makes so, when using the vertical wrap, Mario doesn't trigger a side exit when he crosses the borders of the screen."
4522,59804,4,Jump (JML/JSL),"Modified by the Side Exit Triggers Goal patch, by RussianMan.


JSL, modifies the ""side exit enabled"" state to decide whether to activate an event."
4523,59894,5,Jump (JML/JSL),Modified bt Walljump/Note Block Glitch Fix. Avoids clipping glitches at both sides of the screen/level's solid limits.
4524,59926,12,Code,Modified by Walljump/Note Block Glitch Fix. It NOPs out the entire SMW anti-clipping code to run the patch's one later.
4525,60034,1,Hex Edit,Modified by Yoshi Player Patch: Yoshi can't perform a spin jump out of water.
4526,60045,5,Jump (JML/JSL),"Modified by the Separate Jump SFX patch, by Lui.


JSL : NOP, changes the ""spin jump out of water"" SFX from the spin jump sound to a custom sound that varies with current powerup if set to do so. Reverts the hijack to the original values otherwise."
4527,60073,5,Jump (JML/JSL),"Modified by the patch included in GreenHammerBro's SMB3 screen scrolling pipes.

JSL : NOP, backups Mario's blocked status ($7E0077) before the custom block code is executed, otherwise it'd always be 0 when loaded during the block's code."
4528,60129,4,Jump (JML/JSL),Modified by Layer 2+3 Wallrun Triangle Fix patch. Checks which layers are enabled/if triangle is on layer 2 and applies it's intended mechanics.
4529,60279,4,Jump (JML/JSL),"Modified by the ""Freeram Controlled Hitbox"" patch. Jumps to the first section of the main code."
4530,60281,2,Hex Edit,"Modified by Yoshi Player Patch: Due to the lack of collectable powerups, ""small"" Yoshi uses the same hitbox as big Yoshi."
4531,60432,5,Jump (JML/JSL),"Hijacked by NSMB Star Coins: This tells the game that we're entering a level from a sublevel, not from the overworld (doors)."
4532,60542,5,Jump (JML/JSL),Modified by Walljump/Note Block Glitch Fix. Runs the patch's anti-clipping routine (fixes wall-jumping/clipping with note blocks included).
4533,60542,4,Jump (JML/JSL),"Hijacked by the Layer2InteractionFlag patch included in the Wall Stick & Jump UberASM, by RussianMan.


If !Uninstall is 0 it jumps to code (JSL) that ensures Mario's positions are updated correctly with moving Layer 2 when sticking to a wall, before restoring the hijacked code. Otherwise, if !Uninstall is set to 1, restores the original code."
4534,60692,4,Jump (JML/JSL),Modified by Reverse Gravity. Fixes interaction with ceilings when in reversed gravity mode.
4535,60700,8,Jump (JML/JSL),Modified by Walljump/Note Block Glitch Fix. Runs a clipping fix for Super Mario (big Mario) getting inside one-block high spaces.
4536,60951,4,Jump (JML/JSL),Modified by Reverse Gravity. It's a check placed before the interaction with ground fix.
4537,60981,4,Jump (JML/JSL),Modified by Layer 2+3 Wallrun Triangle Fix patch. Checks enabled layers and applies player sliding with cape on triangle.
4538,61033,2,Hex Edit,"Modified by Yoshi Player Patch: Due to the lack of collectable powerups, ""small"" Yoshi can also break Turn Blocks and not just big Yoshi."
4539,61123,1,Hex Edit,"Modified by AddmusicK.

Changes the ""Stage clear"" song number."
4540,61132,4,Jump (JML/JSL),"Hijacked by the Yump Reward / No-Yump Penalty Patch, by JamesD28. 

JML, hijacks the display message routine so that if the prize gives coins, the message doesn't display until all of the coins are done being collected."
4541,61140,5,Jump (JML/JSL),Modified by Reverse Gravity. Fixes the interaction with ground when in reversed gravity mode.
4542,61280,2,Hex Edit,Modified by SFX on Landing. Makes it so falling speed will trigger landing sound.
4543,61291,4,Jump (JML/JSL),Modified by Sound on Landing. Check for falling speed to play sound effect on landing.
4544,61308,2,Hex Edit,"Modified by the Replace Cape with Double Jump patch. It prevents the code from branching after reading $1407, since its purpose has been changed by the patch."
4545,61319,4,Jump (JML/JSL),"Hijacked by the Red Yoshi's Fire Stomp patch, by RussianMan.


JML, jumps to code that allows Red Yoshi to produce fireballs when stomping the ground, when he has a yellow or disco Shell in his mouth."
4546,61512,4,Jump (JML/JSL),Modified by Layer 2+3 Wallrun Triangle Fix patch. Saves layer information for triangle check.
4547,61837,6,Jump (JML/JSL),Modified by Reverse Gravity. Fixes bounce sprites.
4548,62157,7,Jump (JML/JSL),"Modified by Midway Cutoff Fix by StackDino.


Changes tiles for midway bar object after crossing it."
4549,62171,2,Hex Edit,"Modified by Lunar Magic.

NOPs out the original code (BEQ $F2E0) which disables the (unused) effect that $7E13CD has in the original game."
4550,62178,1,Hex Edit,"Hijacked by the Retry System (+ Multiple Checkpoints) v2.06b patch by worldpeace and LX5.

If !midway_powerup = 1, it writes $D0 (vanilla), otherwise it writes $80 (which makes midways never give a powerup)."
4551,62184,4,Jump (JML/JSL),"Hijacked by the Retry System (+ Multiple Checkpoints) v2.06b patch by worldpeace and LX5.

JML, it hijacks the midway bar routine to handle the checkpoint (mainly, calculate the new entrance to set)."
4552,62184,6,Jump (JML/JSL),Hijacked by NSMB Star Coins: This one transfers the currently collected coins into the midway point buffer.
4553,62258,53,Code,"Modified by Yoshi Coin Fix, by imamelia.


Restructures the Yoshi coin collection routine. Ends with a JML to custom code."
4554,62271,7,Jump (JML/JSL),"Modified by Yoshi Coin Score Fix. Swaps JSL and INC's places and turns INC $1422 to LDA $1420, so it's used for check in JSL routine."
4555,62278,4,Jump (JML/JSL),"Hijacked by the Yoshi Coin Counter Patch, by Darolac.


JML, modifies the ""all Yoshi coins collected"" routine to also increment the ""number of levels in which all Yoshi coins were found"" counter."
4556,62296,5,Jump (JML/JSL),"Modified by the Dragon/Yoshi Coin Explanation Message patch, by Telinc1.


JSL : NOP, hijacks playing the Yoshi coin collection sound effect to add message display functionality."
4557,62301,4,Jump (JML/JSL),"Hijacked by the Individual Dragon Coin Save patch by worldpeace, JackTheSpades and LX5.

JML, it modifies the code of the Dragon Coin tiles to mark the coin as collected and to spawn custom map16 tiles to replace the coin."
4558,62311,4,Jump (JML/JSL),"Modified by the ""Beat level by collecting all of the coins"" patch. Checks how many coins have been collected when a coin is picked up."
4559,62327,15,Code,"Modified by Yoshi Coin Score Fix. Replaces original Yoshi Coin's score giving routine, so it now checks number of yoshi coins being collected before increasing score value and necessary addresses."
4560,62333,13,Code,"Hijacked by the No Consecutive Awards Patch, by Koopster.


A piece of code that remove score award calculations from the Yoshi Coins."
4561,62521,5,Jump (JML/JSL),"Hijacked by NSMB Star Coins: This tells the game that we're entering a level from a sublevel, not from the overworld (pipes)."
4562,62541,4,Jump (JML/JSL),Modified by Reverse Gravity. Fixes interaction points for reversed gravity mode.
4563,62545,4,Jump (JML/JSL),Hijacked by the Level Constrain v3.4 patch by HammerBrother: This constrains Mario's interaction points for blocks within the level borders.
4564,62584,3,Opcode,Modified by Lunar Magic. Remaps CMP.W #$01B0 to CMP.W $13D7.
4565,62590,1,Code,Modified by Lunar Magic.
4566,62600,1,Code,Modified by Lunar Magic.
4567,62610,4,Opcode,"Modified by Lunar Magic. Remaps ADC.L $00BA60,X to ADC.L $000CB6,X."
4568,62618,4,Opcode,"Modified by Lunar Magic. Remaps ADC.L $00BA9C,X to ADC.L $000CD6,X."
4569,62624,3,Code,Modified by Lunar Magic.
4570,62686,3,Miscellaneous,"Modified by Lunar Magic.


A modification of a JSL's address to jump to $06f660 (was originally JSL $00F545) handle custom map 16 for Mario's interaction with the blocks.Hijacked Code"
4571,62699,1,Code,Modified by Lunar Magic.
4572,62707,3,Opcode,Modified by Lunar Magic. Remaps CMP.W #$01B0 to CMP.W $13D7.
4573,62733,4,Opcode,"Modified by Lunar Magic. Remaps ADC.L $00BA70,X to ADC.L $000CC6,X."
4574,62741,4,Opcode,"Modified by Lunar Magic. Remaps ADC.L $00BAAC,X to ADC.L $000CE6,X."
4575,62883,7,Jump (JML/JSL),Modified by Reverse Gravity. Moves the death pit to above when in reverse gravity mode.
4576,62898,5,Jump (JML/JSL),Modified by Yoshi Player Patch: Yoshi takes 5 damage and is thrown upwards instead of getting killed when falling into a bottomless pit.
4577,62898,4,Jump (JML/JSL),Modified by Disable Death Flag patch. Disables death from pits and adds bounce on flag.
4578,62898,4,Jump (JML/JSL),"Hijacked by the Retry System (+ Multiple Checkpoints) v2.06b patch by worldpeace and LX5.

JSL, it makes so the retry code is executed when Mario falls in a pit."
4579,62903,5,Jump (JML/JSL),Modified by Yoshi Player Patch: A custom hurt routine is implemented.
4580,62918,6,Jump (JML/JSL),"Modified by Reset Coins on Hurt, by MovementThruPortals.


JSL : BRA $00, modifies the hurt routine to reset current player coin count."
4581,62933,4,Jump (JML/JSL),"Modified by Invincible Mario with KnockBack, by Kevinskie555.


JML, modifies the hurt routine to avoid setting a powerdown state (or death if small) while giving speed to the player."
4582,62939,2,Hex Edit,"Modified by the Replace Cape with Double Jump patch. It prevents the glide state to be reset when hurt, since the glide physics are disabled by the patch."
4583,62963,5,Jump (JML/JSL),"Hijacked by Better Powerdown to change the powerdown animation.

(It also puts an RTL behind the JSL, therefore turning the rest of the hurt code obsolete.)"
4584,62968,4,Hex Edit,"Modified by ""Remove Status Bar"" patch. Disables item box drop on hurt."
4585,62968,2,Code,"Modified by the Instant Item Box v1.4 patch. BRA $02, branches ahead to skip over code that triggers reserve item auto-dropping when hurt."
4586,62982,5,Jump (JML/JSL),Modified by Yoshi Player Patch: A custom death routine is implemented.
4587,62982,4,Jump (JML/JSL),"Modified by Disable Death Flag patch. Modifies death routine to depend on flag, if set, player can't die on sprite contact and etc."
4588,62982,4,Jump (JML/JSL),"Hijacked by the Retry System (+ Multiple Checkpoints) v2.06b patch by worldpeace and LX5.

JML, it makes so the retry code is executed when Mario dies."
4589,62986,4,Jump (JML/JSL),"Hijacked by the Warp When Dying patch by wiiqwertyuiop.

It jumps to the main code of the patch."
4590,62986,5,Jump (JML/JSL),"Modified by Alternate Death Music for Luigi patch. Jumps to the main code in order to decide which death music will be played, according to the active player."
4591,62987,1,Hex Edit,"Modified by AddmusicK.

Changes the death song number."
4592,62996,4,Jump (JML/JSL),Hijacked by NSMB Star Coins: Mario loses all collected star coins unless they're backed up.
4593,62996,4,Jump (JML/JSL),"Modified by the Death Counter Version 1.2 patch by Thomas.


JSL, hijacks the death routine and jumps to a custom routine that increments the death counter."
4594,63010,4,Jump (JML/JSL),"Modified by Reset Coins on Hurt, by MovementThruPortals.


JML, modifies the death routine to reset current player coin count."
4595,63010,2,Hex Edit,Modified by the Replace Cape with Double Jump patch. It prevents $1407 to be reset when Mario is killed.
4596,63030,4,Jump (JML/JSL),"Modified by 32×32 Player Tilemap Patch, by ExE Boss and Ladida. Edit applied by the main patch.


JML, modifies setting of player graphics upload pointers to account for the expanded tilemap."
4597,63030,6,Jump (JML/JSL),"Dynamic Z hijack, used only if features related to mario gfx and palettes changes is activate.


On the original game this section of the code is used to know the current graphic of yoshi or podoboos (basically select graphic pointers), on dynamic z, its change some things of the code to use custom graphic pointers (basically change the Bank and the start source position of the pointers)."
4598,63155,4,Table,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

Scroll table values. The values stored here change depending on the Scroll Type used."
4599,63203,1,Code,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

NOP #1, partially disables Lunar Magic code."
4600,63204,4,Jump (JML/JSL),"Modified by Lunar Magic.


This is the VRAM optimization patch."
4601,63205,3,Miscellaneous,"Not modified, but read by Center Scroll, by HammerBrother and Thomas.

org read3($00F6E5), NOPs out 6 bytes of Lunar Magic code in freespace."
4602,63210,7,Code,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

NOP #7, disables Lunar Magic code that sets the scroll line positions."
4603,63245,4,Jump (JML/JSL),Hijacked by Lunar Magic (JML). Adjusts the maximum vertical scroll for horizontal levels depending on the level height and the “allow viewing bottom tiles” setting.Freespace code
4604,63251,5,Jump (JML/JSL),"Modified by the Sprite Scroll Fix patch. JML : NOP, this makes it properly detect which direction the screen is moving (left or right)."
4605,63272,4,Hex Edit,"Modified by the Sprite Scroll Fix patch. Nops out the code that writes $55 (vertical levels), so that instead of checking of Mario's position relative to screen border, checks the direction where the screen moves."
4606,63276,4,Jump (JML/JSL),"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

JML, jumps to the new horizontal scroll routine for horizontal levels."
4607,63355,4,Jump (JML/JSL),Modified by Lunar Magic.
4608,63356,3,Miscellaneous,"Not modified, but read by Center Scroll 3.3, by HammerBrother and Thomas.

org read3($00F77C)+1, modifies Lunar Magic code in freespace in order to alter vertical level horizontal scrolling."
4609,63369,5,Jump (JML/JSL),"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

JML : NOP #1, jumps to the new horizontal scroll routine for vertical levels."
4610,63389,4,Jump (JML/JSL),Modified by Lunar Magic.
4611,63464,4,Jump (JML/JSL),Modified by Lunar Magic.
4612,63476,5,Jump (JML/JSL),"Modified by the Sprite Scroll Fix patch. JML : NOP, this makes it properly detect which direction the screen is moving (up or down)."
4613,63484,175,Jump (JML/JSL),"Modified by Vertical Scroll Reprogrammed. Jumps to main code, and the rest is filled with NOPs."
4614,63493,5,Jump (JML/JSL),"Hijacked by Better Vertical Camera Scrolling, by Nowieso.


JML BetterVertCam : NOP, it sets the boundary, where Mario is relative to the camera, when to scroll the camera upwards and downwards."
4615,63500,4,Hex Edit,"Modified by the Sprite Scroll Fix patch. Nops out the code that writes $55 (horizontal levels), so that instead of checking of Mario's position relative to screen border, checks the direction where the screen moves."
4616,63504,4,Jump (JML/JSL),"Hijacked by Better Vertical Camera Scrolling, by Nowieso.


JSL PosStopScroll, it sets the position, where Mario is located relative to the camera, to scroll the camera"
4617,63504,4,Code,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

Restores the game's default vertical scrolling code if the Scroll Type is set to Normal."
4618,63504,4,Jump (JML/JSL),"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

JML, jumps to the new vertical scroll routine if the Scroll Type is set to Adjustable Scroll Line Positions mode."
4619,63601,4,Jump (JML/JSL),Modified by Lunar Magic.
4620,63605,4,Jump (JML/JSL),"Modified by the (Specter of Torment-Styled) Wallclimb and Walljump patch, by Erik/Maarfy.


JML, hijacks a portion of the screen scrolling routine to add ""is wall climbing"" as a screen scrolling trigger.


The UberASM version of this patch includes a helper patch that applies this exact code."
4621,63608,1,Hex Edit,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

Restores a BNE statement if Free Vertical Scroll is disabled."
4622,63608,1,Hex Edit,"Modified by Center Scroll 3.3, by HammerBrother and Thomas.

Replaces a BNE with a BRA statement if Free Vertical Scroll is enabled."
4623,63989,15,Code,Modified by Disable Score: The new code only allow to run 1-up sprites in its code but removes score sprites.New HTML
4624,64041,4,Jump (JML/JSL),"Modified by Fireball Conveyor Fix, by Thomas. Jumps to a routine that fixes the Fireball teleport glitch when in contact with the castle moving stairs."
4625,64069,4,Jump (JML/JSL),"Hijacked by the Yump Reward / No-Yump Penalty Patch, by JamesD28. 

JML, hijacks the flat switch routine to either reward if a yump is performed, or penalize if a yump is missed. For those unaware, a yump is the frame perfect jump you can make off of the palace switches."
4626,64153,1,Hex Edit,"Hex edit included in the Goal Roulette sprite by Iceguy.

It makes so items carried into the goal don't turn into powerups."
4627,64526,4,Jump (JML/JSL),"Hijacked by the Goal Point Sprite Reward Fix, by Ragey and optimization by Major Flare.


A JML that jumps to the code which handles the limitation on the values passed to the routine at $02ACEF so garbage tiles won't appear."
4628,64772,4,Code,"Not modified, however referenced by Lunar Magic to set the high byte of the Y position in hijacks related to off-screen routines."
4629,64842,5,Jump (JML/JSL),Modified by Reverse Gravity. Fixes Water Bubble's spawn position during reversed gravity mode.
4630,64963,6,Jump (JML/JSL),Modified by Reverse Gravity. Fixes Water Splash's spawn position during reversed gravity mode.
4631,65150,4,Jump (JML/JSL),Modified by Reverse Gravity. Fixes Floor Dust's spawn position during reversed gravity mode.
4632,65174,16,Code,Modified by Fireball Bounce Limit patch. Check if reached bounce count.
4633,65192,4,Jump (JML/JSL),Hijacked by the fireball ammo patch to add an ammo counter for fireballs.
4634,65192,5,Jump (JML/JSL),Modified by No Fireballs in Water patch. Jumps to the main code.
4635,65201,1,Data,Modified by Yoshi Player Patch: The amount of fireballs (which have been retooled into melon seeds) allowed is increased to 5.
4636,65220,5,Jump (JML/JSL),Modified by Upwards arc fireball patch. Jumps to the main code.
4637,65225,5,Jump (JML/JSL),"Hijacked by the Fireball Direction Fix patch, by Aerithos.


JSL : NOP, jumps to code that uses the left/right button held as an index for fireball shooting directions, and defaults to the vanilla shooting mechanic if neither left nor right are held."
4638,65233,53,Code,Modified by Fireball Bounce Limit patch. Initialize bounce counter.
4639,65496,1,Data,"Hijacked by the Retry System (+ Multiple Checkpoints) v2.06b patch by worldpeace and LX5.

Part of the sram expansion patch included in retry. It modifies the SRAM size byte in the ROM header, if !midway_sram = 1. Otherwise it writes the original value ($01)."
4640,65496,1,Hex Edit,"Modified by the Overworld Indicators patch. This value is the SRAM size in the original game, and it's changed to $02 to expand to 4KB of SRAM in case Ragey's Overworld Expansion is enabled. (Only does this if SRAM is 2KB, e.g. default value)Edit"
4641,65510,2,16-bit Pointer,Modified by BRK Exception Handler: The native mode BRK vector is repointed into freespace in bank $00.
4642,65520,4,Jump (JML/JSL),Modified by BRK Exception Handler: Adds a debug code.
4643,98506,1,Opcode,"Not modified, however is used by Lunar Magic as an RTL for calling routines that end in RTS in bank 1 with stack magic. So don't modify it."
4644,98514,19,Jump (JML/JSL),Modified by No More Sprite Tile Limits. Replaces the old OAM slot search with the new one.
4645,98599,4,Jump (JML/JSL),"Hijacked by Pixi.

Jumps to routine to handle custom sprite states that are not 8."
4646,98641,5,Jump (JML/JSL),"Hijacked by Pixi.

Jumps to a routine that clears the init bit when changing sprites, works with $07F785."
4647,98674,5,Jump (JML/JSL),"Hijacked by Pixi.

Jumps to custom sprite initialization routine."
4648,98685,2,16-bit Pointer,"Modified by PIXI's poison mushroom patch.

Pointers to sprite init routines. Note that the actual hijack location depends on the sprite slot chosen*2. For example, if the sprite is inserted in slot $85, then the hijack location is ($01817D + ($85*2) = $018287). The poiner is relocated to the power-up routine."
4649,98849,2,16-bit Pointer,"Modified by Lunar Magic.


Lunar Magic 2.53+ changes sprite 52's (moving ledge hole) init pointer to $85B7 (part of the piranha plant's init routine) to fix an issue in the original SMW where this sprite would spawn in the wrong position if placed at the top of a subscreen."
4650,98851,2,Hex Edit,"Modified by the Placeable (Kicked) Throw Block patch by KevinM.

It makes so throw block sprites run the Key/Baby Yoshi init routine when directly placed in Lunar Magic."
4651,98961,2,16-bit Pointer,Modified by Bird from Yoshi's House Fix. Changes Yoshi's House birds' pointer to Yoshi's egg's.
4652,98995,4,16-bit Pointer,"Modified by Hammer Bro Fix patch.

This remaps both sprite 9B and 9C's init routine pointers to $01AD54."
4653,98995,2,Hex Edit,"Hijacked by Pixi.

Changes the pointer of the init Hammer Bro routine, in case it's the original one ($87A7), to $85C2 (which points to an RTS)."
4654,99110,13,Jump (JML/JSL),Hijacked by Roy's 'All Second Timed Lift' patch. Gets and checks the sprite's X-pos before doing a JSL to the main routine.
4655,99112,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL, modifies the Timed Lift init routine to start at 1 or 4 seconds based on the extra bit instead of X position."
4656,99222,4,Jump (JML/JSL),"Hijacked by the Ball n' Chain and Yoshi Interaction Fix patch by KevinM.

It jumps to the code that backs up the Ball n' Chain center coordinates to unused sprite tables, during the sprite's init routine."
4657,99264,6,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JSL : NOP #2, modifies the scale platform init routine to set close spacing / wide spacing state based on the extra bit instead of X position."
4658,99296,6,Jump (JML/JSL),"Hijacked by the Yoshi Color Depending on Initial X Position patch, by KevinM.


If !YoshiColor is set, jumps (JSL) to code in freespace that restores the original code then sets Yoshi's colour based on the X position he spawned at, and overwrites leftover bytes with a BRA $00. Otherwise, if the byte at $0183E0 is $22 (JSL), it restores the original code (DEC $160E,x : INC $157C,x)."
4659,99324,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JML, repairs the portion of the Spike Top init routine shared with the Urchin and overwritten elsewhere."
4660,99327,4,Jump (JML/JSL),"Modified by Spike Top Ceiling Cling, by imamelia.


Hijacks the Spike Top init routine to alter its movement following a ceiling contact check."
4661,99355,4,Jump (JML/JSL),"Optionally modified by the Sprite Properties Depending on the Extra Bit patch, by KevinM.


JML, modifies the shared Urchins / Sparky / Hothead / Wall-following Fuzzy init routine to set movement direction based on the extra bit instead of X position."
4662,99381,4,Jump (JML/JSL),"Hijacked by the Placeable (Kicked) Throw Block patch by KevinM.

It jumps to the code that makes throw block sprites spawn in the kicked state when their extra bit is set."
